date,team,opponent,gd,gf,competition,is_friendly,event_id
2020-09-08,Belgium,Iceland,4,5,"UEFA Nations League, League A, Gr. 2",0,8600853
2020-09-08,Iceland,Belgium,-4,1,"UEFA Nations League, League A, Gr. 2",0,8600853
2020-10-14,Iceland,Belgium,-1,1,"UEFA Nations League, League A, Gr. 2",0,8600748
2020-10-14,Belgium,Iceland,1,2,"UEFA Nations League, League A, Gr. 2",0,8600748
2021-03-24,Belgium,Wales,2,3,World Cup Qual. UEFA E,0,9223746
2021-03-24,Wales,Belgium,-2,1,World Cup Qual. UEFA E,0,9223746
2021-03-27,Czech Republic,Belgium,0,1,World Cup Qual. UEFA E,0,9223742
2021-03-27,Belgium,Czech Republic,0,1,World Cup Qual. UEFA E,0,9223742
2021-06-12,Belgium,Russia,3,3,"Euro, Group B",0,8513112
2021-06-12,Russia,Belgium,-3,0,"Euro, Group B",0,8513112
2021-09-05,Belgium,Czech Republic,3,3,World Cup Qual. UEFA E,0,9223794
2021-09-05,Czech Republic,Belgium,-3,0,World Cup Qual. UEFA E,0,9223794
2017-03-28,Russia,Belgium,0,3,Int. Friendly Games,1,7315119
2017-03-28,Belgium,Russia,0,3,Int. Friendly Games,1,7315119
2017-06-05,Belgium,Czech Republic,1,2,Int. Friendly Games,1,7419807
2017-06-05,Czech Republic,Belgium,-1,1,Int. Friendly Games,1,7419807
2018-03-27,Belgium,Saudi Arabia,4,4,Int. Friendly Games,1,7749173
2018-03-27,Saudi Arabia,Belgium,-4,0,Int. Friendly Games,1,7749173
2018-06-06,Belgium,Egypt,3,3,Int. Friendly Games,1,7814916
2018-06-06,Egypt,Belgium,-3,0,Int. Friendly Games,1,7814916
2018-06-18,Belgium,Panama,3,3,"FIFA World Cup, Group G",0,7659886
2018-06-18,Panama,Belgium,-3,0,"FIFA World Cup, Group G",0,7659886
2018-06-23,Belgium,Tunisia,3,5,"FIFA World Cup, Group G",0,7659884
2018-06-23,Tunisia,Belgium,-3,2,"FIFA World Cup, Group G",0,7659884
2018-09-07,Scotland,Belgium,-4,0,Int. Friendly Games,1,7933231
2018-09-07,Belgium,Scotland,4,4,Int. Friendly Games,1,7933231
2018-09-11,Iceland,Belgium,-3,0,"UEFA Nations League, League A, Gr. 2",0,7697199
2018-09-11,Belgium,Iceland,3,3,"UEFA Nations League, League A, Gr. 2",0,7697199
2018-11-15,Belgium,Iceland,2,2,"UEFA Nations League, League A, Gr. 2",0,7697306
2018-11-15,Iceland,Belgium,-2,0,"UEFA Nations League, League A, Gr. 2",0,7697306
2019-03-21,Belgium,Russia,2,3,"Euro, Qualification Group I",0,8078337
2019-03-21,Russia,Belgium,-2,1,"Euro, Qualification Group I",0,8078337
2014-11-12,Belgium,Iceland,2,3,Int. Friendly Games,1,6343394
2014-11-12,Iceland,Belgium,-2,1,Int. Friendly Games,1,6343394
2014-11-16,Belgium,Wales,0,0,"Euro, Qualification Group B",0,5076532
2014-11-16,Wales,Belgium,0,0,"Euro, Qualification Group B",0,5076532
2015-06-12,Wales,Belgium,1,1,"Euro, Qualification Group B",0,5124494
2015-06-12,Belgium,Wales,-1,0,"Euro, Qualification Group B",0,5124494
2016-06-05,Belgium,Norway,1,3,Int. Friendly Games,1,7014081
2016-06-05,Norway,Belgium,-1,2,Int. Friendly Games,1,7014081
2016-06-18,Belgium,Ireland,3,3,"Euro, Group E",0,6965417
2016-06-18,Ireland,Belgium,-3,0,"Euro, Group E",0,6965417
2016-06-22,Sweden,Belgium,-1,0,"Euro, Group E",0,6965419
2016-06-22,Belgium,Sweden,1,1,"Euro, Group E",0,6965419
2016-07-01,Wales,Belgium,2,3,"Euro, Knockout stage",0,7019687
2016-07-01,Belgium,Wales,-2,1,"Euro, Knockout stage",0,7019687
2012-09-07,Wales,Belgium,-2,0,World Cup Qual. UEFA A,0,2187236
2012-09-07,Belgium,Wales,2,2,World Cup Qual. UEFA A,0,2187236
2012-10-16,Belgium,Scotland,2,2,World Cup Qual. UEFA A,0,2187272
2012-10-16,Scotland,Belgium,-2,0,World Cup Qual. UEFA A,0,2187272
2013-09-06,Scotland,Belgium,-2,0,World Cup Qual. UEFA A,0,2187460
2013-09-06,Belgium,Scotland,2,2,World Cup Qual. UEFA A,0,2187460
2013-10-15,Belgium,Wales,0,1,World Cup Qual. UEFA A,0,2187470
2013-10-15,Wales,Belgium,0,1,World Cup Qual. UEFA A,0,2187470
2014-06-01,Sweden,Belgium,-2,0,Int. Friendly Games,1,5384888
2014-06-01,Belgium,Sweden,2,2,Int. Friendly Games,1,5384888
2014-06-07,Belgium,Tunisia,1,1,Int. Friendly Games,1,5384890
2014-06-07,Tunisia,Belgium,-1,0,Int. Friendly Games,1,5384890
2014-06-22,Belgium,Russia,1,1,"FIFA World Cup, Group H",0,4768798
2014-06-22,Russia,Belgium,-1,0,"FIFA World Cup, Group H",0,4768798
2009-08-12,Czech Republic,Belgium,2,3,Int. Friendly Games,1,1059188
2009-08-12,Belgium,Czech Republic,-2,1,Int. Friendly Games,1,1059188
2009-10-10,Belgium,Turkey,2,2,World Cup Qual. UEFA E,0,689909
2009-10-10,Turkey,Belgium,-2,0,World Cup Qual. UEFA E,0,689909
2009-11-17,Belgium,Qatar,2,2,Int. Friendly Games,1,1203576
2009-11-17,Qatar,Belgium,-2,0,Int. Friendly Games,1,1203576
2010-09-07,Turkey,Belgium,1,3,"Euro, Qualification Group A",0,1310290
2010-09-07,Belgium,Turkey,-1,2,"Euro, Qualification Group A",0,1310290
2010-10-12,Belgium,Austria,0,4,"Euro, Qualification Group A",0,1310294
2010-10-12,Austria,Belgium,0,4,"Euro, Qualification Group A",0,1310294
2010-11-17,Russia,Belgium,-2,0,Int. Friendly Games,1,1538259
2010-11-17,Belgium,Russia,2,2,Int. Friendly Games,1,1538259
2011-03-25,Austria,Belgium,-2,0,"Euro, Qualification Group A",0,1310298
2011-03-25,Belgium,Austria,2,2,"Euro, Qualification Group A",0,1310298
2011-06-03,Belgium,Turkey,0,1,"Euro, Qualification Group A",0,1310304
2011-06-03,Turkey,Belgium,0,1,"Euro, Qualification Group A",0,1310304
2006-11-15,Belgium,Poland,-1,0,"Euro, Qualification Group A",0,267528
2006-11-15,Poland,Belgium,1,1,"Euro, Qualification Group A",0,267528
2007-11-17,Poland,Belgium,2,2,"Euro, Qualification Group A",0,267570
2007-11-17,Belgium,Poland,-2,0,"Euro, Qualification Group A",0,267570
2008-09-10,Turkey,Belgium,0,1,World Cup Qual. UEFA E,0,689855
2008-09-10,Belgium,Turkey,0,1,World Cup Qual. UEFA E,0,689855
2000-06-10,Belgium,Sweden,1,2,"Euro, Group B",0,96655
2000-06-10,Sweden,Belgium,-1,1,"Euro, Group B",0,96655
2000-06-19,Belgium,Turkey,-2,0,"Euro, Group B",0,96659
2000-06-19,Turkey,Belgium,2,2,"Euro, Group B",0,96659
2002-06-10,Tunisia,Belgium,0,1,"FIFA World Cup, Group H",0,264999
2002-06-10,Belgium,Tunisia,0,1,"FIFA World Cup, Group H",0,264999
2002-06-14,Belgium,Russia,1,3,"FIFA World Cup, Group H",0,264998
2002-06-14,Russia,Belgium,-1,2,"FIFA World Cup, Group H",0,264998
2023-03-26,Russia,Iraq,2,2,Int. Friendly Games,1,11152128
2023-03-26,Iraq,Russia,-2,0,Int. Friendly Games,1,11152128
2023-09-12,Qatar,Russia,0,1,Int. Friendly Games,1,11612974
2023-09-12,Russia,Qatar,0,1,Int. Friendly Games,1,11612974
2025-09-04,Russia,Jordan,0,0,Int. Friendly Games,1,14360660
2025-09-04,Jordan,Russia,0,0,Int. Friendly Games,1,14360660
2025-09-07,Qatar,Russia,-3,1,Int. Friendly Games,1,14371950
2025-09-07,Russia,Qatar,3,4,Int. Friendly Games,1,14371950
2025-11-12,Russia,Peru,0,1,Int. Friendly Games,1,14443998
2025-11-12,Peru,Russia,0,1,Int. Friendly Games,1,14443998
2026-05-28,Egypt,Russia,1,1,Int. Friendly Games,1,16130134
2026-05-28,Russia,Egypt,-1,0,Int. Friendly Games,1,16130134
2026-06-09,Russia,Trinidad and Tobago,3,3,Int. Friendly Games,1,16189860
2026-06-09,Trinidad and Tobago,Russia,-3,0,Int. Friendly Games,1,16189860
2020-10-11,Russia,Turkey,0,1,"UEFA Nations League, League B, Gr. 3",0,8600830
2020-10-11,Turkey,Russia,0,1,"UEFA Nations League, League B, Gr. 3",0,8600830
2020-11-15,Turkey,Russia,1,3,"UEFA Nations League, League B, Gr. 3",0,8600831
2020-11-15,Russia,Turkey,-1,2,"UEFA Nations League, League B, Gr. 3",0,8600831
2021-06-01,Poland,Russia,0,1,Int. Friendly Games,1,9529436
2021-06-01,Russia,Poland,0,1,Int. Friendly Games,1,9529436
2022-11-20,Uzbekistan,Russia,0,0,Int. Friendly Games,1,10878419
2022-11-20,Russia,Uzbekistan,0,0,Int. Friendly Games,1,10878419
2018-05-30,Austria,Russia,1,1,Int. Friendly Games,1,7722660
2018-05-30,Russia,Austria,-1,0,Int. Friendly Games,1,7722660
2018-06-05,Russia,Turkey,0,1,Int. Friendly Games,1,7806773
2018-06-05,Turkey,Russia,0,1,Int. Friendly Games,1,7806773
2018-06-14,Russia,Saudi Arabia,5,5,"FIFA World Cup, Group A",0,7659862
2018-06-14,Saudi Arabia,Russia,-5,0,"FIFA World Cup, Group A",0,7659862
2018-06-19,Russia,Egypt,2,3,"FIFA World Cup, Group A",0,7659899
2018-06-19,Egypt,Russia,-2,1,"FIFA World Cup, Group A",0,7659899
2018-09-07,Turkey,Russia,-1,1,"UEFA Nations League, League B, Gr. 2",0,7697174
2018-09-07,Russia,Turkey,1,2,"UEFA Nations League, League B, Gr. 2",0,7697174
2018-09-10,Russia,Czech Republic,4,5,Int. Friendly Games,1,7933172
2018-09-10,Czech Republic,Russia,-4,1,Int. Friendly Games,1,7933172
2018-10-11,Russia,Sweden,0,0,"UEFA Nations League, League B, Gr. 2",0,7697222
2018-10-11,Sweden,Russia,0,0,"UEFA Nations League, League B, Gr. 2",0,7697222
2018-10-14,Russia,Turkey,2,2,"UEFA Nations League, League B, Gr. 2",0,7697227
2018-10-14,Turkey,Russia,-2,0,"UEFA Nations League, League B, Gr. 2",0,7697227
2018-11-20,Sweden,Russia,2,2,"UEFA Nations League, League B, Gr. 2",0,7697249
2018-11-20,Russia,Sweden,-2,0,"UEFA Nations League, League B, Gr. 2",0,7697249
2019-09-06,Scotland,Russia,-1,1,"Euro, Qualification Group I",0,8079174
2019-09-06,Russia,Scotland,1,2,"Euro, Qualification Group I",0,8079174
2019-10-10,Russia,Scotland,4,4,"Euro, Qualification Group I",0,8078636
2019-10-10,Scotland,Russia,-4,0,"Euro, Qualification Group I",0,8078636
2020-10-08,Russia,Sweden,-1,1,Int. Friendly Games,1,9038068
2020-10-08,Sweden,Russia,1,2,Int. Friendly Games,1,9038068
2015-09-05,Russia,Sweden,1,1,"Euro, Qualification Group G",0,5124654
2015-09-05,Sweden,Russia,-1,0,"Euro, Qualification Group G",0,5124654
2016-06-01,Russia,Czech Republic,-1,1,Int. Friendly Games,1,7059563
2016-06-01,Czech Republic,Russia,1,2,Int. Friendly Games,1,7059563
2016-06-20,Russia,Wales,-3,0,"Euro, Group B",0,6964832
2016-06-20,Wales,Russia,3,3,"Euro, Group B",0,6964832
2016-08-31,Turkey,Russia,0,0,Int. Friendly Games,1,7179605
2016-08-31,Russia,Turkey,0,0,Int. Friendly Games,1,7179605
2016-11-10,Qatar,Russia,1,2,Int. Friendly Games,1,7264449
2016-11-10,Russia,Qatar,-1,1,Int. Friendly Games,1,7264449
2013-02-06,Iceland,Russia,-2,0,Int. Friendly Games,1,3455012
2013-02-06,Russia,Iceland,2,2,Int. Friendly Games,1,3455012
2014-05-31,Norway,Russia,0,1,Int. Friendly Games,1,5409886
2014-05-31,Russia,Norway,0,1,Int. Friendly Games,1,5409886
2014-06-06,Russia,Morocco,2,2,Int. Friendly Games,1,5328130
2014-06-06,Morocco,Russia,-2,0,Int. Friendly Games,1,5328130
2014-10-09,Sweden,Russia,0,1,"Euro, Qualification Group G",0,5076742
2014-10-09,Russia,Sweden,0,1,"Euro, Qualification Group G",0,5076742
2014-11-15,Austria,Russia,1,1,"Euro, Qualification Group G",0,5076526
2014-11-15,Russia,Austria,-1,0,"Euro, Qualification Group G",0,5076526
2015-06-14,Russia,Austria,-1,0,"Euro, Qualification Group G",0,5124650
2015-06-14,Austria,Russia,1,1,"Euro, Qualification Group G",0,5124650
2010-10-08,Ireland,Russia,-1,2,"Euro, Qualification Group B",0,1334820
2010-10-08,Russia,Ireland,1,3,"Euro, Qualification Group B",0,1334820
2011-03-29,Qatar,Russia,0,1,Int. Friendly Games,1,1675283
2011-03-29,Russia,Qatar,0,1,Int. Friendly Games,1,1675283
2011-09-06,Russia,Ireland,0,0,"Euro, Qualification Group B",0,1334834
2011-09-06,Ireland,Russia,0,0,"Euro, Qualification Group B",0,1334834
2012-06-08,Russia,Czech Republic,3,4,"Euro, Group A",0,2207780
2012-06-08,Czech Republic,Russia,-3,1,"Euro, Group A",0,2207780
2012-06-12,Poland,Russia,0,1,"Euro, Group A",0,2207794
2012-06-12,Russia,Poland,0,1,"Euro, Group A",0,2207794
2008-06-18,Russia,Sweden,2,2,"Euro, Group D",0,636816
2008-06-18,Sweden,Russia,-2,0,"Euro, Group D",0,636816
2008-09-10,Russia,Wales,1,2,World Cup Qual. UEFA D,0,668123
2008-09-10,Wales,Russia,-1,1,World Cup Qual. UEFA D,0,668123
2009-09-09,Wales,Russia,-2,1,World Cup Qual. UEFA D,0,668129
2009-09-09,Russia,Wales,2,3,World Cup Qual. UEFA D,0,668129
1999-10-09,Russia,Ukraine,0,1,"Euro, Qualification Group D",0,429741
1999-10-09,Ukraine,Russia,0,1,"Euro, Qualification Group D",0,429741
2002-06-05,Russia,Tunisia,2,2,"FIFA World Cup, Group H",0,265001
2002-06-05,Tunisia,Russia,-2,0,"FIFA World Cup, Group H",0,265001
2002-09-07,Russia,Ireland,2,4,"Euro, Qualification Group J",0,429151
2002-09-07,Ireland,Russia,-2,2,"Euro, Qualification Group J",0,429151
2003-09-06,Ireland,Russia,0,1,"Euro, Qualification Group J",0,43515
2003-09-06,Russia,Ireland,0,1,"Euro, Qualification Group J",0,43515
2003-11-15,Russia,Wales,0,0,"Euro, Qualification Playoff",0,54050
2003-11-15,Wales,Russia,0,0,"Euro, Qualification Playoff",0,54050
2003-11-19,Wales,Russia,-1,0,"Euro, Qualification Playoff",0,54567
2003-11-19,Russia,Wales,1,1,"Euro, Qualification Playoff",0,54567
1998-09-05,Ukraine,Russia,1,3,"Euro, Qualification Group D",0,429714
1998-09-05,Russia,Ukraine,-1,2,"Euro, Qualification Group D",0,429714
1998-10-14,Iceland,Russia,1,1,"Euro, Qualification Group D",0,429718
1998-10-14,Russia,Iceland,-1,0,"Euro, Qualification Group D",0,429718
1999-06-09,Russia,Iceland,1,1,"Euro, Qualification Group D",0,429730
1999-06-09,Iceland,Russia,-1,0,"Euro, Qualification Group D",0,429730
2025-03-20,Saudi Arabia,China,1,1,"World Cup Qualification, AFC, Round 3, Gr. C",0,12475937
2025-03-20,China,Saudi Arabia,-1,0,"World Cup Qualification, AFC, Round 3, Gr. C",0,12475937
2025-05-30,Saudi Arabia,Jordan,2,2,Int. Friendly Games,1,13939934
2025-05-30,Jordan,Saudi Arabia,-2,0,Int. Friendly Games,1,13939934
2025-06-16,Haiti,Saudi Arabia,-1,0,"CONCACAF Gold Cup, Group D",0,13755509
2025-06-16,Saudi Arabia,Haiti,1,1,"CONCACAF Gold Cup, Group D",0,13755509
2025-06-22,Saudi Arabia,Trinidad and Tobago,0,1,"CONCACAF Gold Cup, Group D",0,13755514
2025-06-22,Trinidad and Tobago,Saudi Arabia,0,1,"CONCACAF Gold Cup, Group D",0,13755514
2025-09-08,Czech Republic,Saudi Arabia,0,1,Int. Friendly Games,1,14587770
2025-09-08,Saudi Arabia,Czech Republic,0,1,Int. Friendly Games,1,14587770
2025-10-14,Saudi Arabia,Iraq,0,0,"World Cup Qualification, AFC, Round 4, Gr. B",0,14206126
2025-10-14,Iraq,Saudi Arabia,0,0,"World Cup Qualification, AFC, Round 4, Gr. B",0,14206126
2025-12-08,Morocco,Saudi Arabia,1,1,"Arab Cup, Group B",0,14960752
2025-12-08,Saudi Arabia,Morocco,-1,0,"Arab Cup, Group B",0,14960752
2025-12-15,Saudi Arabia,Jordan,-1,0,"Arab Cup, Knockout Stage",0,15215551
2025-12-15,Jordan,Saudi Arabia,1,1,"Arab Cup, Knockout Stage",0,15215551
2026-03-27,Saudi Arabia,Egypt,-4,0,Int. Friendly Games,1,15859096
2026-03-27,Egypt,Saudi Arabia,4,4,Int. Friendly Games,1,15859096
2026-06-09,Senegal,Saudi Arabia,0,0,Int. Friendly Games,1,16173603
2026-06-09,Saudi Arabia,Senegal,0,0,Int. Friendly Games,1,16173603
2026-06-27,Cape Verde,Saudi Arabia,0,0,"FIFA World Cup, Group H",0,15186803
2026-06-27,Saudi Arabia,Cape Verde,0,0,"FIFA World Cup, Group H",0,15186803
2023-11-21,Jordan,Saudi Arabia,-2,0,"World Cup Qualification, AFC, Round 2, Group G",0,11740223
2023-11-21,Saudi Arabia,Jordan,2,2,"World Cup Qualification, AFC, Round 2, Group G",0,11740223
2024-06-11,Saudi Arabia,Jordan,-1,1,"World Cup Qualification, AFC, Round 2, Group G",0,11740255
2024-06-11,Jordan,Saudi Arabia,1,2,"World Cup Qualification, AFC, Round 2, Group G",0,11740255
2024-09-10,China,Saudi Arabia,-1,1,"World Cup Qualification, AFC, Round 3, Gr. C",0,12475944
2024-09-10,Saudi Arabia,China,1,2,"World Cup Qualification, AFC, Round 3, Gr. C",0,12475944
2024-12-17,Saudi Arabia,Trinidad and Tobago,2,3,Int. Friendly Games,1,13233105
2024-12-17,Trinidad and Tobago,Saudi Arabia,-2,1,Int. Friendly Games,1,13233105
2024-12-28,Iraq,Saudi Arabia,-2,1,"Gulf Cup, Group B",0,13118862
2024-12-28,Saudi Arabia,Iraq,2,3,"Gulf Cup, Group B",0,13118862
2021-06-15,Saudi Arabia,Uzbekistan,3,3,"World Cup Qualification, AFC, Round 2, Group D",0,9541252
2021-06-15,Uzbekistan,Saudi Arabia,-3,0,"World Cup Qualification, AFC, Round 2, Group D",0,9541252
2021-10-12,Saudi Arabia,China,1,3,"World Cup Qualification, AFC, Round 3, Group B",0,9605603
2021-10-12,China,Saudi Arabia,-1,2,"World Cup Qualification, AFC, Round 3, Group B",0,9605603
2021-12-01,Saudi Arabia,Jordan,-1,0,"Arab Cup, Group C",0,9761913
2021-12-01,Jordan,Saudi Arabia,1,1,"Arab Cup, Group C",0,9761913
2021-12-07,Morocco,Saudi Arabia,1,1,"Arab Cup, Group C",0,9761914
2021-12-07,Saudi Arabia,Morocco,-1,0,"Arab Cup, Group C",0,9761914
2022-03-24,China,Saudi Arabia,0,1,"World Cup Qualification, AFC, Round 3, Group B",0,9605615
2022-03-24,Saudi Arabia,China,0,1,"World Cup Qualification, AFC, Round 3, Group B",0,9605615
2022-11-06,Saudi Arabia,Iceland,1,1,Int. Friendly Games,1,10855144
2022-11-06,Iceland,Saudi Arabia,-1,0,Int. Friendly Games,1,10855144
2022-11-10,Saudi Arabia,Panama,0,1,Int. Friendly Games,1,10863793
2022-11-10,Panama,Saudi Arabia,0,1,Int. Friendly Games,1,10863793
2022-11-26,Poland,Saudi Arabia,2,2,"FIFA World Cup, Group C",0,10230542
2022-11-26,Saudi Arabia,Poland,-2,0,"FIFA World Cup, Group C",0,10230542
2023-01-09,Saudi Arabia,Iraq,-2,0,"Gulf Cup, Group A",0,10960376
2023-01-09,Iraq,Saudi Arabia,2,2,"Gulf Cup, Group A",0,10960376
2018-10-15,Saudi Arabia,Iraq,0,1,Int. Friendly Games,1,8016125
2018-10-15,Iraq,Saudi Arabia,0,1,Int. Friendly Games,1,8016125
2018-11-20,Jordan,Saudi Arabia,0,1,Int. Friendly Games,1,8053872
2018-11-20,Saudi Arabia,Jordan,0,1,Int. Friendly Games,1,8053872
2019-01-17,Saudi Arabia,Qatar,-2,0,"AFC Asian Cup, Group E",0,7800875
2019-01-17,Qatar,Saudi Arabia,2,2,"AFC Asian Cup, Group E",0,7800875
2019-08-10,Jordan,Saudi Arabia,3,3,"WAFF Championship, Group B",0,8344205
2019-08-10,Saudi Arabia,Jordan,-3,0,"WAFF Championship, Group B",0,8344205
2019-11-14,Uzbekistan,Saudi Arabia,-1,2,"World Cup Qualification, AFC, Round 2, Group D",0,8312471
2019-11-14,Saudi Arabia,Uzbekistan,1,3,"World Cup Qualification, AFC, Round 2, Group D",0,8312471
2019-12-05,Saudi Arabia,Qatar,1,1,"Gulf Cup, Knockout stage",0,8514749
2019-12-05,Qatar,Saudi Arabia,-1,0,"Gulf Cup, Knockout stage",0,8514749
2016-09-06,Iraq,Saudi Arabia,-1,1,"World Cup Qualification, AFC, Round 3, Group B",0,7052151
2016-09-06,Saudi Arabia,Iraq,1,2,"World Cup Qualification, AFC, Round 3, Group B",0,7052151
2017-03-28,Saudi Arabia,Iraq,1,1,"World Cup Qualification, AFC, Round 3, Group B",0,7052178
2017-03-28,Iraq,Saudi Arabia,-1,0,"World Cup Qualification, AFC, Round 3, Group B",0,7052178
2018-02-28,Iraq,Saudi Arabia,3,4,Int. Friendly Games,1,7734725
2018-02-28,Saudi Arabia,Iraq,-3,1,Int. Friendly Games,1,7734725
2018-03-23,Ukraine,Saudi Arabia,0,1,Int. Friendly Games,1,7756790
2018-03-23,Saudi Arabia,Ukraine,0,1,Int. Friendly Games,1,7756790
2018-06-03,Saudi Arabia,Peru,-3,0,Int. Friendly Games,1,7806000
2018-06-03,Peru,Saudi Arabia,3,3,Int. Friendly Games,1,7806000
2018-06-25,Saudi Arabia,Egypt,1,2,"FIFA World Cup, Group A",0,7659896
2018-06-25,Egypt,Saudi Arabia,-1,1,"FIFA World Cup, Group A",0,7659896
2013-12-31,Saudi Arabia,Qatar,-3,1,"WAFF Championship, Group A",0,4698966
2013-12-31,Qatar,Saudi Arabia,3,4,"WAFF Championship, Group A",0,4698966
2014-11-13,Saudi Arabia,Qatar,0,1,"Gulf Cup, Group A",0,6314632
2014-11-13,Qatar,Saudi Arabia,0,1,"Gulf Cup, Group A",0,6314632
2014-11-26,Saudi Arabia,Qatar,-1,1,"Gulf Cup, Knockout stage",0,6442885
2014-11-26,Qatar,Saudi Arabia,1,2,"Gulf Cup, Knockout stage",0,6442885
2015-01-10,Saudi Arabia,China,-1,0,"AFC Asian Cup, Group B",0,5252498
2015-01-10,China,Saudi Arabia,1,1,"AFC Asian Cup, Group B",0,5252498
2015-01-18,Uzbekistan,Saudi Arabia,2,3,"AFC Asian Cup, Group B",0,5252504
2015-01-18,Saudi Arabia,Uzbekistan,-2,1,"AFC Asian Cup, Group B",0,5252504
2015-03-30,Saudi Arabia,Jordan,1,2,Int. Friendly Games,1,6713218
2015-03-30,Jordan,Saudi Arabia,-1,1,Int. Friendly Games,1,6713218
2011-01-13,Jordan,Saudi Arabia,1,1,"AFC Asian Cup, Group B",0,1359754
2011-01-13,Saudi Arabia,Jordan,-1,0,"AFC Asian Cup, Group B",0,1359754
2013-01-06,Saudi Arabia,Iraq,-2,0,"Gulf Cup, Group B",0,3266159
2013-01-06,Iraq,Saudi Arabia,2,2,"Gulf Cup, Group B",0,3266159
2013-02-06,Saudi Arabia,China,1,2,"AFC Asian Cup, Qualification Group C",0,3182509
2013-02-06,China,Saudi Arabia,-1,1,"AFC Asian Cup, Qualification Group C",0,3182509
2013-09-09,Saudi Arabia,Trinidad and Tobago,-2,1,Int. Friendly Games,1,4363172
2013-09-09,Trinidad and Tobago,Saudi Arabia,2,3,Int. Friendly Games,1,4363172
2013-10-15,Iraq,Saudi Arabia,-2,0,"AFC Asian Cup, Qualification Group C",0,3182517
2013-10-15,Saudi Arabia,Iraq,2,2,"AFC Asian Cup, Qualification Group C",0,3182517
2013-11-15,Saudi Arabia,Iraq,1,2,"AFC Asian Cup, Qualification Group C",0,3182521
2013-11-15,Iraq,Saudi Arabia,-1,1,"AFC Asian Cup, Qualification Group C",0,3182521
2013-11-19,China,Saudi Arabia,0,0,"AFC Asian Cup, Qualification Group C",0,3182525
2013-11-19,Saudi Arabia,China,0,0,"AFC Asian Cup, Qualification Group C",0,3182525
2008-06-22,Saudi Arabia,Uzbekistan,4,4,"World Cup Qualification, AFC, Round 2, Group D",0,652685
2008-06-22,Uzbekistan,Saudi Arabia,-4,0,"World Cup Qualification, AFC, Round 2, Group D",0,652685
2009-01-05,Saudi Arabia,Qatar,0,0,"Gulf Cup, Group B",0,956735
2009-01-05,Qatar,Saudi Arabia,0,0,"Gulf Cup, Group B",0,956735
2009-06-04,China,Saudi Arabia,-3,1,Int. Friendly Games,1,1051945
2009-06-04,Saudi Arabia,China,3,4,Int. Friendly Games,1,1051945
2010-08-11,Saudi Arabia,Togo,1,1,Int. Friendly Games,1,1447794
2010-08-11,Togo,Saudi Arabia,-1,0,Int. Friendly Games,1,1447794
2010-10-09,Saudi Arabia,Uzbekistan,4,4,Int. Friendly Games,1,1521285
2010-10-09,Uzbekistan,Saudi Arabia,-4,0,Int. Friendly Games,1,1521285
