date,team,opponent,gd,gf,competition,is_friendly,event_id
2010-10-12,Poland,Ecuador,0,2,Int. Friendly Games,1,1506824
2011-03-29,Peru,Ecuador,0,0,Int. Friendly Games,1,1691064
2011-03-29,Ecuador,Peru,0,0,Int. Friendly Games,1,1691064
2003-11-19,Ecuador,Peru,0,0,"World Cup Qualification, CONMEBOL",0,54425
2003-11-19,Peru,Ecuador,0,0,"World Cup Qualification, CONMEBOL",0,54425
2005-03-31,Peru,Ecuador,0,2,"World Cup Qualification, CONMEBOL",0,160019
2005-03-31,Ecuador,Peru,0,2,"World Cup Qualification, CONMEBOL",0,160019
2006-06-09,Poland,Ecuador,-2,0,"FIFA World Cup, Group A",0,231122
2006-06-09,Ecuador,Poland,2,2,"FIFA World Cup, Group A",0,231122
2007-11-21,Ecuador,Peru,4,5,"World Cup Qualification, CONMEBOL",0,583855
2007-11-21,Peru,Ecuador,-4,1,"World Cup Qualification, CONMEBOL",0,583855
2024-03-21,Bosnia and Herzegovina,Ukraine,-1,1,"Euro, Qualification Playoff",0,11855032
2024-03-21,Ukraine,Bosnia and Herzegovina,1,2,"Euro, Qualification Playoff",0,11855032
2025-09-09,Bosnia and Herzegovina,Austria,-1,1,World Cup Qual. UEFA H,0,13233584
2025-09-09,Austria,Bosnia and Herzegovina,1,2,World Cup Qual. UEFA H,0,13233584
2025-11-18,Austria,Bosnia and Herzegovina,0,1,World Cup Qual. UEFA H,0,13233693
2025-11-18,Bosnia and Herzegovina,Austria,0,1,World Cup Qual. UEFA H,0,13233693
2026-03-26,Wales,Bosnia and Herzegovina,-2,3,World Cup Qual. UEFA Playoffs,0,15126909
2026-03-26,Bosnia and Herzegovina,Wales,2,5,World Cup Qual. UEFA Playoffs,0,15126909
2026-06-06,Panama,Bosnia and Herzegovina,0,1,Int. Friendly Games,1,16130148
2026-06-06,Bosnia and Herzegovina,Panama,0,1,Int. Friendly Games,1,16130148
2026-06-12,Canada,Bosnia and Herzegovina,0,1,"FIFA World Cup, Group B",0,15186836
2026-06-12,Bosnia and Herzegovina,Canada,0,1,"FIFA World Cup, Group B",0,15186836
2026-06-24,Bosnia and Herzegovina,Qatar,2,3,"FIFA World Cup, Group B",0,15186829
2026-06-24,Qatar,Bosnia and Herzegovina,-2,1,"FIFA World Cup, Group B",0,15186829
2021-10-12,Ukraine,Bosnia and Herzegovina,0,1,World Cup Qual. UEFA D,0,9223934
2021-10-12,Bosnia and Herzegovina,Ukraine,0,1,World Cup Qual. UEFA D,0,9223934
2021-11-16,Bosnia and Herzegovina,Ukraine,-2,0,World Cup Qual. UEFA D,0,9223957
2021-11-16,Ukraine,Bosnia and Herzegovina,2,2,World Cup Qual. UEFA D,0,9223957
2023-03-23,Bosnia and Herzegovina,Iceland,3,3,"Euro, Qualification Group J",0,10752373
2023-03-23,Iceland,Bosnia and Herzegovina,-3,0,"Euro, Qualification Group J",0,10752373
2023-09-11,Iceland,Bosnia and Herzegovina,1,1,"Euro, Qualification Group J",0,10752497
2023-09-11,Bosnia and Herzegovina,Iceland,-1,0,"Euro, Qualification Group J",0,10752497
2017-10-07,Bosnia and Herzegovina,Belgium,-1,3,World Cup Qual. UEFA H,0,6828376
2017-10-07,Belgium,Bosnia and Herzegovina,1,4,World Cup Qual. UEFA H,0,6828376
2018-03-27,Bosnia and Herzegovina,Senegal,0,0,Int. Friendly Games,1,7758966
2018-03-27,Senegal,Bosnia and Herzegovina,0,0,Int. Friendly Games,1,7758966
2018-09-11,Bosnia and Herzegovina,Austria,1,1,"UEFA Nations League, League B, Gr. 3",0,7697203
2018-09-11,Austria,Bosnia and Herzegovina,-1,0,"UEFA Nations League, League B, Gr. 3",0,7697203
2018-10-11,Turkey,Bosnia and Herzegovina,0,0,Int. Friendly Games,1,8009061
2018-10-11,Bosnia and Herzegovina,Turkey,0,0,Int. Friendly Games,1,8009061
2018-11-15,Austria,Bosnia and Herzegovina,0,0,"UEFA Nations League, League B, Gr. 3",0,7697299
2018-11-15,Bosnia and Herzegovina,Austria,0,0,"UEFA Nations League, League B, Gr. 3",0,7697299
2020-09-07,Bosnia and Herzegovina,Poland,-1,1,"UEFA Nations League, League A, Gr. 1",0,8600876
2020-09-07,Poland,Bosnia and Herzegovina,1,2,"UEFA Nations League, League A, Gr. 1",0,8600876
2020-10-14,Poland,Bosnia and Herzegovina,3,3,"UEFA Nations League, League A, Gr. 1",0,8600796
2020-10-14,Bosnia and Herzegovina,Poland,-3,0,"UEFA Nations League, League A, Gr. 1",0,8600796
2020-11-12,Bosnia and Herzegovina,Iran,-2,0,Int. Friendly Games,1,9150034
2020-11-12,Iran,Bosnia and Herzegovina,2,2,Int. Friendly Games,1,9150034
2014-06-25,Bosnia and Herzegovina,Iran,2,3,"FIFA World Cup, Group F",0,4768780
2014-06-25,Iran,Bosnia and Herzegovina,-2,1,"FIFA World Cup, Group F",0,4768780
2014-10-10,Wales,Bosnia and Herzegovina,0,0,"Euro, Qualification Group B",0,5075754
2014-10-10,Bosnia and Herzegovina,Wales,0,0,"Euro, Qualification Group B",0,5075754
2014-10-13,Bosnia and Herzegovina,Belgium,0,1,"Euro, Qualification Group B",0,5075758
2014-10-13,Belgium,Bosnia and Herzegovina,0,1,"Euro, Qualification Group B",0,5075758
2015-03-31,Austria,Bosnia and Herzegovina,0,1,Int. Friendly Games,1,6705146
2015-03-31,Bosnia and Herzegovina,Austria,0,1,Int. Friendly Games,1,6705146
2015-09-03,Belgium,Bosnia and Herzegovina,2,3,"Euro, Qualification Group B",0,5124496
2015-09-03,Bosnia and Herzegovina,Belgium,-2,1,"Euro, Qualification Group B",0,5124496
2015-10-10,Bosnia and Herzegovina,Wales,2,2,"Euro, Qualification Group B",0,5124510
2015-10-10,Wales,Bosnia and Herzegovina,-2,0,"Euro, Qualification Group B",0,5124510
2015-11-13,Bosnia and Herzegovina,Ireland,0,1,"Euro, Qualification Playoff",0,6932629
2015-11-13,Ireland,Bosnia and Herzegovina,0,1,"Euro, Qualification Playoff",0,6932629
2015-11-16,Ireland,Bosnia and Herzegovina,2,2,"Euro, Qualification Playoff",0,6932632
2015-11-16,Bosnia and Herzegovina,Ireland,-2,0,"Euro, Qualification Playoff",0,6932632
2016-10-07,Belgium,Bosnia and Herzegovina,4,4,World Cup Qual. UEFA H,0,6828162
2016-10-07,Bosnia and Herzegovina,Belgium,-4,0,World Cup Qual. UEFA H,0,6828162
2012-05-26,Ireland,Bosnia and Herzegovina,1,1,Int. Friendly Games,1,2527670
2012-05-26,Bosnia and Herzegovina,Ireland,-1,0,Int. Friendly Games,1,2527670
2012-08-15,Wales,Bosnia and Herzegovina,-2,0,Int. Friendly Games,1,2410048
2012-08-15,Bosnia and Herzegovina,Wales,2,2,Int. Friendly Games,1,2410048
2014-03-05,Bosnia and Herzegovina,Egypt,-2,0,Int. Friendly Games,1,5034650
2014-03-05,Egypt,Bosnia and Herzegovina,2,2,Int. Friendly Games,1,5034650
2008-10-11,Turkey,Bosnia and Herzegovina,1,2,World Cup Qual. UEFA E,0,689857
2008-10-11,Bosnia and Herzegovina,Turkey,-1,1,World Cup Qual. UEFA E,0,689857
2009-03-28,Belgium,Bosnia and Herzegovina,-2,2,World Cup Qual. UEFA E,0,689895
2009-03-28,Bosnia and Herzegovina,Belgium,2,4,World Cup Qual. UEFA E,0,689895
2009-04-01,Bosnia and Herzegovina,Belgium,1,2,World Cup Qual. UEFA E,0,689898
2009-04-01,Belgium,Bosnia and Herzegovina,-1,1,World Cup Qual. UEFA E,0,689898
2009-06-01,Uzbekistan,Bosnia and Herzegovina,0,0,Int. Friendly Games,1,1051919
2009-06-01,Bosnia and Herzegovina,Uzbekistan,0,0,Int. Friendly Games,1,1051919
2009-08-12,Bosnia and Herzegovina,Iran,-1,2,Int. Friendly Games,1,1094951
2009-08-12,Iran,Bosnia and Herzegovina,1,3,Int. Friendly Games,1,1094951
2009-09-09,Bosnia and Herzegovina,Turkey,0,1,World Cup Qual. UEFA E,0,689905
2009-09-09,Turkey,Bosnia and Herzegovina,0,1,World Cup Qual. UEFA E,0,689905
2010-05-29,Sweden,Bosnia and Herzegovina,2,4,Int. Friendly Games,1,1343686
2010-05-29,Bosnia and Herzegovina,Sweden,-2,2,Int. Friendly Games,1,1343686
2010-08-10,Bosnia and Herzegovina,Qatar,0,1,Int. Friendly Games,1,1432578
2010-08-10,Qatar,Bosnia and Herzegovina,0,1,Int. Friendly Games,1,1432578
2010-12-10,Poland,Bosnia and Herzegovina,0,2,Int. Friendly Games,1,1560871
2010-12-10,Bosnia and Herzegovina,Poland,0,2,Int. Friendly Games,1,1560871
2002-10-16,Norway,Bosnia and Herzegovina,2,2,"Euro, Qualification Group B",0,429104
2002-10-16,Bosnia and Herzegovina,Norway,-2,0,"Euro, Qualification Group B",0,429104
2003-09-06,Bosnia and Herzegovina,Norway,1,1,"Euro, Qualification Group B",0,43505
2003-09-06,Norway,Bosnia and Herzegovina,-1,0,"Euro, Qualification Group B",0,43505
2005-03-26,Belgium,Bosnia and Herzegovina,3,4,World Cup Qual. UEFA G,0,158825
2005-03-26,Bosnia and Herzegovina,Belgium,-3,1,World Cup Qual. UEFA G,0,158825
2005-09-03,Bosnia and Herzegovina,Belgium,1,1,World Cup Qual. UEFA G,0,171022
2005-09-03,Belgium,Bosnia and Herzegovina,-1,0,World Cup Qual. UEFA G,0,171022
2007-03-24,Norway,Bosnia and Herzegovina,-1,1,"Euro, Qualification Group C",0,267698
2007-03-24,Bosnia and Herzegovina,Norway,1,2,"Euro, Qualification Group C",0,267698
2007-06-02,Bosnia and Herzegovina,Turkey,1,3,"Euro, Qualification Group C",0,267704
2007-06-02,Turkey,Bosnia and Herzegovina,-1,2,"Euro, Qualification Group C",0,267704
2007-10-17,Bosnia and Herzegovina,Norway,-2,0,"Euro, Qualification Group C",0,267717
2007-10-17,Norway,Bosnia and Herzegovina,2,2,"Euro, Qualification Group C",0,267717
2007-11-21,Turkey,Bosnia and Herzegovina,1,1,"Euro, Qualification Group C",0,267724
2007-11-21,Bosnia and Herzegovina,Turkey,-1,0,"Euro, Qualification Group C",0,267724
1998-10-10,Bosnia and Herzegovina,Czech Republic,-2,1,"Euro, Qualification Group I",0,429857
1998-10-10,Czech Republic,Bosnia and Herzegovina,2,3,"Euro, Qualification Group I",0,429857
1999-09-04,Bosnia and Herzegovina,Scotland,-1,1,"Euro, Qualification Group I",0,429873
1999-09-04,Scotland,Bosnia and Herzegovina,1,2,"Euro, Qualification Group I",0,429873
1999-09-08,Czech Republic,Bosnia and Herzegovina,3,3,"Euro, Qualification Group I",0,429876
1999-09-08,Bosnia and Herzegovina,Czech Republic,-3,0,"Euro, Qualification Group I",0,429876
1999-10-05,Scotland,Bosnia and Herzegovina,1,1,"Euro, Qualification Group I",0,429877
1999-10-05,Bosnia and Herzegovina,Scotland,-1,0,"Euro, Qualification Group I",0,429877
2024-06-11,Iran,Uzbekistan,0,0,"World Cup Qualification, AFC, Round 2, Group E",0,11740253
2024-06-11,Uzbekistan,Iran,0,0,"World Cup Qualification, AFC, Round 2, Group E",0,11740253
2024-10-10,Uzbekistan,Iran,0,0,"World Cup Qualification, AFC, Round 3, Group A",0,12475985
2024-10-10,Iran,Uzbekistan,0,0,"World Cup Qualification, AFC, Round 3, Group A",0,12475985
2024-10-15,Iran,Qatar,3,4,"World Cup Qualification, AFC, Round 3, Group A",0,12475980
2024-10-15,Qatar,Iran,-3,1,"World Cup Qualification, AFC, Round 3, Group A",0,12475980
2025-03-25,Iran,Uzbekistan,0,2,"World Cup Qualification, AFC, Round 3, Group A",0,12475974
2025-03-25,Uzbekistan,Iran,0,2,"World Cup Qualification, AFC, Round 3, Group A",0,12475974
2025-06-05,Qatar,Iran,1,1,"World Cup Qualification, AFC, Round 3, Group A",0,12475967
2025-06-05,Iran,Qatar,-1,0,"World Cup Qualification, AFC, Round 3, Group A",0,12475967
2025-09-08,Uzbekistan,Iran,1,1,"CAFA Nations Cup, Knockout round",0,14636439
2025-09-08,Iran,Uzbekistan,-1,0,"CAFA Nations Cup, Knockout round",0,14636439
2025-10-10,Russia,Iran,1,2,Int. Friendly Games,1,14605771
2025-10-10,Iran,Russia,-1,1,Int. Friendly Games,1,14605771
2025-11-13,Cape Verde,Iran,-1,4,Int. Friendly Games,1,15016651
2025-11-13,Iran,Cape Verde,1,5,Int. Friendly Games,1,15016651
2025-11-18,Uzbekistan,Iran,1,4,Int. Friendly Games,1,15113204
2025-11-18,Iran,Uzbekistan,-1,3,Int. Friendly Games,1,15113204
2026-06-21,Belgium,Iran,0,0,"FIFA World Cup, Group G",0,15186499
2026-06-21,Iran,Belgium,0,0,"FIFA World Cup, Group G",0,15186499
2026-06-27,Egypt,Iran,0,1,"FIFA World Cup, Group G",0,15186828
2026-06-27,Iran,Egypt,0,1,"FIFA World Cup, Group G",0,15186828
2022-09-27,Senegal,Iran,0,1,Int. Friendly Games,1,10714419
2022-09-27,Iran,Senegal,0,1,Int. Friendly Games,1,10714419
2022-11-16,Tunisia,Iran,2,2,Int. Friendly Games,1,10888675
2022-11-16,Iran,Tunisia,-2,0,Int. Friendly Games,1,10888675
2022-11-25,Wales,Iran,-2,0,"FIFA World Cup, Group B",0,10230556
2022-11-25,Iran,Wales,2,2,"FIFA World Cup, Group B",0,10230556
2023-03-23,Iran,Russia,0,1,Int. Friendly Games,1,11101014
2023-03-23,Russia,Iran,0,1,Int. Friendly Games,1,11101014
2023-06-20,Uzbekistan,Iran,-1,0,Int. Friendly Games,1,11360885
2023-06-20,Iran,Uzbekistan,1,1,Int. Friendly Games,1,11360885
2023-09-12,Iran,Angola,4,4,Int. Friendly Games,1,11636677
2023-09-12,Angola,Iran,-4,0,Int. Friendly Games,1,11636677
2023-10-13,Jordan,Iran,-2,1,Int. Friendly Games,1,11728987
2023-10-13,Iran,Jordan,2,3,Int. Friendly Games,1,11728987
2023-10-17,Qatar,Iran,-4,0,Int. Friendly Games,1,11744120
2023-10-17,Iran,Qatar,4,4,Int. Friendly Games,1,11744120
2023-11-21,Uzbekistan,Iran,0,2,"World Cup Qualification, AFC, Round 2, Group E",0,11740220
2023-11-21,Iran,Uzbekistan,0,2,"World Cup Qualification, AFC, Round 2, Group E",0,11740220
2024-02-07,Iran,Qatar,-1,2,"AFC Asian Cup, Knockout stage",0,11275825
2024-02-07,Qatar,Iran,1,3,"AFC Asian Cup, Knockout stage",0,11275825
2018-12-31,Qatar,Iran,-1,1,Int. Friendly Games,1,8090047
2018-12-31,Iran,Qatar,1,2,Int. Friendly Games,1,8090047
2019-01-16,Iran,Iraq,0,0,"AFC Asian Cup, Group D",0,7798906
2019-01-16,Iraq,Iran,0,0,"AFC Asian Cup, Group D",0,7798906
2019-01-24,China,Iran,-3,0,"AFC Asian Cup, Knockout stage",0,8112716
2019-01-24,Iran,China,3,3,"AFC Asian Cup, Knockout stage",0,8112716
2019-11-14,Iraq,Iran,1,2,"World Cup Qualification, AFC, Round 2, Group C",0,8312419
2019-11-14,Iran,Iraq,-1,1,"World Cup Qualification, AFC, Round 2, Group C",0,8312419
2020-10-08,Uzbekistan,Iran,-1,1,Int. Friendly Games,1,9099322
2020-10-08,Iran,Uzbekistan,1,2,Int. Friendly Games,1,9099322
2021-06-15,Iran,Iraq,1,1,"World Cup Qualification, AFC, Round 2, Group C",0,9541292
2021-06-15,Iraq,Iran,-1,0,"World Cup Qualification, AFC, Round 2, Group C",0,9541292
2021-09-07,Iraq,Iran,-3,0,"World Cup Qualification, AFC, Round 3, Group A",0,9605314
2021-09-07,Iran,Iraq,3,3,"World Cup Qualification, AFC, Round 3, Group A",0,9605314
2022-01-27,Iran,Iraq,1,1,"World Cup Qualification, AFC, Round 3, Group A",0,9605335
2022-01-27,Iraq,Iran,-1,0,"World Cup Qualification, AFC, Round 3, Group A",0,9605335
2016-09-01,Iran,Qatar,2,2,"World Cup Qualification, AFC, Round 3, Group A",0,7052130
2016-09-01,Qatar,Iran,-2,0,"World Cup Qualification, AFC, Round 3, Group A",0,7052130
2016-09-06,China,Iran,0,0,"World Cup Qualification, AFC, Round 3, Group A",0,7052148
2016-09-06,Iran,China,0,0,"World Cup Qualification, AFC, Round 3, Group A",0,7052148
2016-10-06,Uzbekistan,Iran,-1,0,"World Cup Qualification, AFC, Round 3, Group A",0,7052145
2016-10-06,Iran,Uzbekistan,1,1,"World Cup Qualification, AFC, Round 3, Group A",0,7052145
2017-03-18,Iran,Iraq,-1,0,Int. Friendly Games,1,7364513
2017-03-18,Iraq,Iran,1,1,Int. Friendly Games,1,7364513
2017-03-23,Qatar,Iran,-1,0,"World Cup Qualification, AFC, Round 3, Group A",0,7052171
2017-03-23,Iran,Qatar,1,1,"World Cup Qualification, AFC, Round 3, Group A",0,7052171
2017-03-28,Iran,China,1,1,"World Cup Qualification, AFC, Round 3, Group A",0,7052179
2017-03-28,China,Iran,-1,0,"World Cup Qualification, AFC, Round 3, Group A",0,7052179
2017-06-12,Iran,Uzbekistan,2,2,"World Cup Qualification, AFC, Round 3, Group A",0,7052182
2017-06-12,Uzbekistan,Iran,-2,0,"World Cup Qualification, AFC, Round 3, Group A",0,7052182
2017-10-05,Iran,Togo,2,2,Int. Friendly Games,1,7606578
2017-10-05,Togo,Iran,-2,0,Int. Friendly Games,1,7606578
2017-10-10,Russia,Iran,0,1,Int. Friendly Games,1,7596728
2017-10-10,Iran,Russia,0,1,Int. Friendly Games,1,7596728
2017-11-09,Iran,Panama,1,2,Int. Friendly Games,1,7630256
2017-11-09,Panama,Iran,-1,1,Int. Friendly Games,1,7630256
2018-03-23,Tunisia,Iran,1,1,Int. Friendly Games,1,7753473
2018-03-23,Iran,Tunisia,-1,0,Int. Friendly Games,1,7753473
2018-05-19,Iran,Uzbekistan,1,1,Int. Friendly Games,1,7806659
2018-05-19,Uzbekistan,Iran,-1,0,Int. Friendly Games,1,7806659
2018-05-28,Turkey,Iran,1,2,Int. Friendly Games,1,7809917
2018-05-28,Iran,Turkey,-1,1,Int. Friendly Games,1,7809917
2018-06-15,Morocco,Iran,-1,0,"FIFA World Cup, Group B",0,7659865
2018-06-15,Iran,Morocco,1,1,"FIFA World Cup, Group B",0,7659865
2018-09-11,Uzbekistan,Iran,-1,0,Int. Friendly Games,1,7977097
2018-09-11,Iran,Uzbekistan,1,1,Int. Friendly Games,1,7977097
2018-11-15,Iran,Trinidad and Tobago,1,1,Int. Friendly Games,1,8047580
2018-11-15,Trinidad and Tobago,Iran,-1,0,Int. Friendly Games,1,8047580
2014-05-30,Iran,Angola,0,1,Int. Friendly Games,1,5471782
2014-05-30,Angola,Iran,0,1,Int. Friendly Games,1,5471782
2014-06-08,Trinidad and Tobago,Iran,-2,0,Int. Friendly Games,1,5486644
2014-06-08,Iran,Trinidad and Tobago,2,2,Int. Friendly Games,1,5486644
2015-01-04,Iraq,Iran,-1,0,Int. Friendly Games,1,6575410
2015-01-04,Iran,Iraq,1,1,Int. Friendly Games,1,6575410
2015-01-15,Qatar,Iran,-1,0,"AFC Asian Cup, Group C",0,5252514
2015-01-15,Iran,Qatar,1,1,"AFC Asian Cup, Group C",0,5252514
2015-01-23,Iran,Iraq,-1,9,"AFC Asian Cup, Knockout stage",0,6568749
2015-01-23,Iraq,Iran,1,10,"AFC Asian Cup, Knockout stage",0,6568749
2015-03-31,Sweden,Iran,2,3,Int. Friendly Games,1,6705149
2015-03-31,Iran,Sweden,-2,1,Int. Friendly Games,1,6705149
2015-06-11,Uzbekistan,Iran,-1,0,Int. Friendly Games,1,6757797
2015-06-11,Iran,Uzbekistan,1,1,Int. Friendly Games,1,6757797
2011-02-09,Iran,Russia,1,1,Int. Friendly Games,1,1626604
2011-02-09,Russia,Iran,-1,0,Int. Friendly Games,1,1626604
2011-09-06,Qatar,Iran,0,1,"World Cup Qualification, AFC, Round 2, Group E",0,1855435
2011-09-06,Iran,Qatar,0,1,"World Cup Qualification, AFC, Round 2, Group E",0,1855435
2012-02-23,Jordan,Iran,0,2,Int. Friendly Games,1,2363214
2012-02-23,Iran,Jordan,0,2,Int. Friendly Games,1,2363214
2012-02-29,Iran,Qatar,0,2,"World Cup Qualification, AFC, Round 2, Group E",0,1855449
2012-02-29,Qatar,Iran,0,2,"World Cup Qualification, AFC, Round 2, Group E",0,1855449
2012-06-03,Uzbekistan,Iran,-1,0,"World Cup Qualification, AFC, Round 3, Group A",0,2492872
2012-06-03,Iran,Uzbekistan,1,1,"World Cup Qualification, AFC, Round 3, Group A",0,2492872
2012-06-12,Iran,Qatar,0,0,"World Cup Qualification, AFC, Round 3, Group A",0,2492892
2012-06-12,Qatar,Iran,0,0,"World Cup Qualification, AFC, Round 3, Group A",0,2492892
2012-08-15,Tunisia,Iran,0,2,Int. Friendly Games,1,2932571
2012-08-15,Iran,Tunisia,0,2,Int. Friendly Games,1,2932571
2012-11-14,Iran,Uzbekistan,-1,0,"World Cup Qualification, AFC, Round 3, Group A",0,2492908
2012-11-14,Uzbekistan,Iran,1,1,"World Cup Qualification, AFC, Round 3, Group A",0,2492908
2012-12-09,Iran,Saudi Arabia,0,0,"WAFF Championship, Group B",0,3264397
2012-12-09,Saudi Arabia,Iran,0,0,"WAFF Championship, Group B",0,3264397
2013-06-04,Qatar,Iran,-1,0,"World Cup Qualification, AFC, Round 3, Group A",0,2492928
2013-06-04,Iran,Qatar,1,1,"World Cup Qualification, AFC, Round 3, Group A",0,2492928
2009-03-28,Iran,Saudi Arabia,-1,1,"World Cup Qualification, AFC, Round 3, Group B",0,794434
2009-03-28,Saudi Arabia,Iran,1,2,"World Cup Qualification, AFC, Round 3, Group B",0,794434
2009-04-01,Iran,Senegal,0,1,Int. Friendly Games,1,1019974
2009-04-01,Senegal,Iran,0,1,Int. Friendly Games,1,1019974
2009-06-01,China,Iran,1,1,Int. Friendly Games,1,1051944
2009-06-01,Iran,China,-1,0,Int. Friendly Games,1,1051944
2009-09-05,Uzbekistan,Iran,0,0,Int. Friendly Games,1,1155092
2009-09-05,Iran,Uzbekistan,0,0,Int. Friendly Games,1,1155092
2009-11-10,Iran,Iceland,1,1,Int. Friendly Games,1,1207779
2009-11-10,Iceland,Iran,-1,0,Int. Friendly Games,1,1207779
2009-11-14,Iran,Jordan,1,1,"AFC Asian Cup, Qualification Group E",0,931108
2009-11-14,Jordan,Iran,-1,0,"AFC Asian Cup, Qualification Group E",0,931108
2009-11-22,Jordan,Iran,1,1,"AFC Asian Cup, Qualification Group E",0,931110
2009-11-22,Iran,Jordan,-1,0,"AFC Asian Cup, Qualification Group E",0,931110
2010-09-03,China,Iran,-2,0,Int. Friendly Games,1,1467142
2010-09-03,Iran,China,2,2,Int. Friendly Games,1,1467142
2010-10-01,Iran,Iraq,1,2,"WAFF Championship, Final round",0,1515084
2010-10-01,Iraq,Iran,-1,1,"WAFF Championship, Final round",0,1515084
2011-01-11,Iraq,Iran,-1,1,"AFC Asian Cup, Group D",0,1359765
2011-01-11,Iran,Iraq,1,2,"AFC Asian Cup, Group D",0,1359765
2006-06-21,Iran,Angola,0,1,"FIFA World Cup, Group D",0,231144
2006-06-21,Angola,Iran,0,1,"FIFA World Cup, Group D",0,231144
2008-09-06,Saudi Arabia,Iran,0,1,"World Cup Qualification, AFC, Round 3, Group B",0,794422
2008-09-06,Iran,Saudi Arabia,0,1,"World Cup Qualification, AFC, Round 3, Group B",0,794422
2008-12-19,Iran,China,2,2,Int. Friendly Games,1,945692
2008-12-19,China,Iran,-2,0,Int. Friendly Games,1,945692
2009-01-09,Iran,China,2,3,Int. Friendly Games,1,957607
2009-01-09,China,Iran,-2,1,Int. Friendly Games,1,957607
2024-06-26,Ukraine,Belgium,0,0,"Euro, Group E",0,12198234
2024-06-26,Belgium,Ukraine,0,0,"Euro, Group E",0,12198234
2025-03-20,Ukraine,Belgium,2,3,"UEFA Nations League, Promotion/Relegation Play-offs",0,13157444
2025-03-20,Belgium,Ukraine,-2,1,"UEFA Nations League, Promotion/Relegation Play-offs",0,13157444
2025-03-23,Belgium,Ukraine,3,3,"UEFA Nations League, Promotion/Relegation Play-offs",0,13157445
2025-03-23,Ukraine,Belgium,-3,0,"UEFA Nations League, Promotion/Relegation Play-offs",0,13157445
2025-06-09,Belgium,Wales,1,4,World Cup Qual. UEFA J,0,13233438
2025-06-09,Wales,Belgium,-1,3,World Cup Qual. UEFA J,0,13233438
2025-10-13,Wales,Belgium,-2,2,World Cup Qual. UEFA J,0,13233638
2025-10-13,Belgium,Wales,2,4,World Cup Qual. UEFA J,0,13233638
2026-06-06,Belgium,Tunisia,5,5,Int. Friendly Games,1,15536791
2026-06-06,Tunisia,Belgium,-5,0,Int. Friendly Games,1,15536791
2026-06-15,Belgium,Egypt,0,1,"FIFA World Cup, Group G",0,15186837
2026-06-15,Egypt,Belgium,0,1,"FIFA World Cup, Group G",0,15186837
2026-07-01,Belgium,Senegal,1,3,"FIFA World Cup, Knockout",0,12813013
2026-07-01,Senegal,Belgium,-1,2,"FIFA World Cup, Knockout",0,12813013
2021-11-16,Wales,Belgium,0,1,World Cup Qual. UEFA E,0,9223959
2021-11-16,Belgium,Wales,0,1,World Cup Qual. UEFA E,0,9223959
2022-03-26,Ireland,Belgium,0,2,Int. Friendly Games,1,10151981
2022-03-26,Belgium,Ireland,0,2,Int. Friendly Games,1,10151981
2022-06-08,Belgium,Poland,5,6,"UEFA Nations League, League A, Gr. 4",0,10023334
2022-06-08,Poland,Belgium,-5,1,"UEFA Nations League, League A, Gr. 4",0,10023334
2022-06-11,Wales,Belgium,0,1,"UEFA Nations League, League A, Gr. 4",0,10023337
2022-06-11,Belgium,Wales,0,1,"UEFA Nations League, League A, Gr. 4",0,10023337
2022-06-14,Poland,Belgium,-1,0,"UEFA Nations League, League A, Gr. 4",0,10023359
2022-06-14,Belgium,Poland,1,1,"UEFA Nations League, League A, Gr. 4",0,10023359
2022-09-22,Belgium,Wales,1,2,"UEFA Nations League, League A, Gr. 4",0,10023379
2022-09-22,Wales,Belgium,-1,1,"UEFA Nations League, League A, Gr. 4",0,10023379
2022-11-18,Egypt,Belgium,1,2,Int. Friendly Games,1,10860743
2022-11-18,Belgium,Egypt,-1,1,Int. Friendly Games,1,10860743
2022-11-23,Belgium,Canada,1,1,"FIFA World Cup, Group F",0,10230559
2022-11-23,Canada,Belgium,-1,0,"FIFA World Cup, Group F",0,10230559
2022-11-27,Belgium,Morocco,-2,0,"FIFA World Cup, Group F",0,10230545
2022-11-27,Morocco,Belgium,2,2,"FIFA World Cup, Group F",0,10230545
2023-03-24,Sweden,Belgium,-3,0,"Euro, Qualification Group F",0,10752379
2023-03-24,Belgium,Sweden,3,3,"Euro, Qualification Group F",0,10752379
2023-06-17,Belgium,Austria,0,1,"Euro, Qualification Group F",0,10752434
2023-06-17,Austria,Belgium,0,1,"Euro, Qualification Group F",0,10752434
2023-10-13,Austria,Belgium,-1,2,"Euro, Qualification Group F",0,10752518
2023-10-13,Belgium,Austria,1,3,"Euro, Qualification Group F",0,10752518
2023-10-16,Belgium,Sweden,0,1,"Euro, Qualification Group F",0,10752542
2023-10-16,Sweden,Belgium,0,1,"Euro, Qualification Group F",0,10752542
2024-03-23,Ireland,Belgium,0,0,Int. Friendly Games,1,12021301
2024-03-23,Belgium,Ireland,0,0,Int. Friendly Games,1,12021301
2019-06-11,Belgium,Scotland,3,3,"Euro, Qualification Group I",0,8078498
2019-06-11,Scotland,Belgium,-3,0,"Euro, Qualification Group I",0,8078498
2019-09-09,Scotland,Belgium,-4,0,"Euro, Qualification Group I",0,8078571
2019-09-09,Belgium,Scotland,4,4,"Euro, Qualification Group I",0,8078571
2019-11-16,Russia,Belgium,-3,1,"Euro, Qualification Group I",0,8079042
2019-11-16,Belgium,Russia,3,4,"Euro, Qualification Group I",0,8079042
